,Area,Item,Element,Year,Unit,Value
55,Afghanistan,Asses,Stocks,2016,Head,1472100.0
115,Afghanistan,Camels,Stocks,2016,Head,170500.0
175,Afghanistan,Cattle,Stocks,2016,Head,5234400.0
235,Afghanistan,Chickens,Stocks,2016,1000 Head,11899.0
295,Afghanistan,Goats,Stocks,2016,Head,7448000.0
355,Afghanistan,Horses,Stocks,2016,Head,171200.0
415,Afghanistan,Mules,Stocks,2016,Head,24900.0
475,Afghanistan,Sheep,Stocks,2016,Head,13265200.0
535,Albania,Asses,Stocks,2016,Head,62000.0
595,Albania,Beehives,Stocks,2016,No,302962.0
655,Albania,Buffaloes,Stocks,2016,Head,119.0
715,Albania,Cattle,Stocks,2016,Head,492393.0
775,Albania,Chickens,Stocks,2016,1000 Head,7634.0
835,Albania,Ducks,Stocks,2016,1000 Head,
895,Albania,Geese and guinea fowls,Stocks,2016,1000 Head,
955,Albania,Goats,Stocks,2016,Head,940806.0
1015,Albania,Horses,Stocks,2016,Head,31729.0
1075,Albania,Mules,Stocks,2016,Head,
1135,Albania,Pigs,Stocks,2016,Head,181024.0
1195,Albania,Sheep,Stocks,2016,Head,1971933.0
1255,Algeria,Asses,Stocks,2016,Head,112846.0
1315,Algeria,Beehives,Stocks,2016,No,416659.0
1375,Algeria,Camels,Stocks,2016,Head,379094.0
1435,Algeria,Cattle,Stocks,2016,Head,2081306.0
1495,Algeria,Chickens,Stocks,2016,1000 Head,134421.0
1555,Algeria,Ducks,Stocks,2016,1000 Head,60.0
1615,Algeria,Geese and guinea fowls,Stocks,2016,1000 Head,37.0
1675,Algeria,Goats,Stocks,2016,Head,4934701.0
1735,Algeria,Horses,Stocks,2016,Head,44991.0
1795,Algeria,Mules,Stocks,2016,Head,19983.0
1855,Algeria,Pigs,Stocks,2016,Head,4979.0
1915,Algeria,Rabbits and hares,Stocks,2016,1000 Head,1641.0
1975,Algeria,Sheep,Stocks,2016,Head,28135986.0
2035,Angola,Asses,Stocks,2016,Head,4499.0
2095,Angola,Beehives,Stocks,2016,No,1157538.0
2155,Angola,Cattle,Stocks,2016,Head,5078430.0
2215,Angola,Chickens,Stocks,2016,1000 Head,35700.0
2275,Angola,Goats,Stocks,2016,Head,4274957.0
2335,Angola,Horses,Stocks,2016,Head,1011.0
2395,Angola,Pigs,Stocks,2016,Head,2875393.0
2455,Angola,Sheep,Stocks,2016,Head,1146909.0
2515,Antigua and Barbuda,Asses,Stocks,2016,Head,1707.0
2575,Antigua and Barbuda,Cattle,Stocks,2016,Head,5000.0
2635,Antigua and Barbuda,Chickens,Stocks,2016,1000 Head,156.0
2695,Antigua and Barbuda,Goats,Stocks,2016,Head,27000.0
2755,Antigua and Barbuda,Horses,Stocks,2016,Head,490.0
2815,Antigua and Barbuda,Pigs,Stocks,2016,Head,4926.0
2875,Antigua and Barbuda,Sheep,Stocks,2016,Head,14000.0
2935,Argentina,Asses,Stocks,2016,Head,71268.0
2995,Argentina,Beehives,Stocks,2016,No,2936838.0
3055,Argentina,Cattle,Stocks,2016,Head,52636778.0
3115,Argentina,Chickens,Stocks,2016,1000 Head,111100.0
3175,Argentina,Ducks,Stocks,2016,1000 Head,2592.0
3235,Argentina,Geese and guinea fowls,Stocks,2016,1000 Head,165.0
3295,Argentina,Goats,Stocks,2016,Head,4712173.0
3355,Argentina,Horses,Stocks,2016,Head,2447582.0
3415,Argentina,Mules,Stocks,2016,Head,86283.0
3475,Argentina,Pigs,Stocks,2016,Head,5119438.0
3535,Argentina,Rabbits and hares,Stocks,2016,1000 Head,1155.0
3595,Argentina,Sheep,Stocks,2016,Head,14864321.0
3624,Armenia,Asses,Stocks,2016,Head,2796.0
3653,Armenia,Beehives,Stocks,2016,No,245396.0
3682,Armenia,Buffaloes,Stocks,2016,Head,691.0
3711,Armenia,Cattle,Stocks,2016,Head,701535.0
3740,Armenia,Chickens,Stocks,2016,1000 Head,3943.0
3769,Armenia,Goats,Stocks,2016,Head,30731.0
3798,Armenia,Horses,Stocks,2016,Head,11402.0
3827,Armenia,Mules,Stocks,2016,Head,56.0
3856,Armenia,Pigs,Stocks,2016,Head,174776.0
3885,Armenia,Rabbits and hares,Stocks,2016,1000 Head,29.0
3914,Armenia,Sheep,Stocks,2016,Head,747338.0
3974,Australia,Asses,Stocks,2016,Head,1913.0
4034,Australia,Beehives,Stocks,2016,No,472141.0
4064,Australia,Buffaloes,Stocks,2016,Head,
4124,Australia,Cattle,Stocks,2016,Head,24971349.0
4184,Australia,Chickens,Stocks,2016,1000 Head,90052.0
4244,Australia,Ducks,Stocks,2016,1000 Head,1129.0
4304,Australia,Goats,Stocks,2016,Head,3650000.0
4364,Australia,Horses,Stocks,2016,Head,272113.0
4424,Australia,Pigs,Stocks,2016,Head,2294245.0
4484,Australia,Sheep,Stocks,2016,Head,67543092.0
4544,Austria,Beehives,Stocks,2016,No,354100.0
4603,Austria,Cattle,Stocks,2016,Head,1957610.0
4663,Austria,Chickens,Stocks,2016,1000 Head,16745.0
4720,Austria,Ducks,Stocks,2016,1000 Head,45.0
4777,Austria,Geese and guinea fowls,Stocks,2016,1000 Head,45.0
4834,Austria,Goats,Stocks,2016,Head,76620.0
4894,Austria,Horses,Stocks,2016,Head,88288.0
4951,Austria,Pigs,Stocks,2016,Head,2845451.0
5011,Austria,Rabbits and hares,Stocks,2016,1000 Head,200.0
5068,Austria,Sheep,Stocks,2016,Head,353710.0
5097,Azerbaijan,Asses,Stocks,2016,Head,34068.0
5126,Azerbaijan,Beehives,Stocks,2016,No,260094.0
5155,Azerbaijan,Buffaloes,Stocks,2016,Head,214224.0
5184,Azerbaijan,Camels,Stocks,2016,Head,236.0
5213,Azerbaijan,Cattle,Stocks,2016,Head,2484272.0
5242,Azerbaijan,Chickens,Stocks,2016,1000 Head,28009.0
5271,Azerbaijan,Goats,Stocks,2016,Head,648345.0
5300,Azerbaijan,Horses,Stocks,2016,Head,71606.0
5329,Azerbaijan,Mules,Stocks,2016,Head,79.0
5358,Azerbaijan,Pigs,Stocks,2016,Head,4406.0
5387,Azerbaijan,Sheep,Stocks,2016,Head,7966456.0
5447,Bahamas,Cattle,Stocks,2016,Head,750.0
5507,Bahamas,Chickens,Stocks,2016,1000 Head,3062.0
5567,Bahamas,Goats,Stocks,2016,Head,15009.0
5612,Bahamas,Horses,Stocks,2016,Head,
5672,Bahamas,Pigs,Stocks,2016,Head,5002.0
5732,Bahamas,Sheep,Stocks,2016,Head,6590.0
5764,Bahrain,Asses,Stocks,2016,Head,
5824,Bahrain,Camels,Stocks,2016,Head,1061.0
5884,Bahrain,Cattle,Stocks,2016,Head,8093.0
5944,Bahrain,Chickens,Stocks,2016,1000 Head,6766.0
6004,Bahrain,Goats,Stocks,2016,Head,19744.0
6064,Bahrain,Sheep,Stocks,2016,Head,54893.0
6124,Bangladesh,Buffaloes,Stocks,2016,Head,1471000.0
6184,Bangladesh,Cattle,Stocks,2016,Head,23785000.0
6244,Bangladesh,Chickens,Stocks,2016,1000 Head,268393.0
6304,Bangladesh,Ducks,Stocks,2016,1000 Head,52240.0
6364,Bangladesh,Goats,Stocks,2016,Head,56086578.0
6424,Bangladesh,Sheep,Stocks,2016,Head,2010801.0
6484,Barbados,Asses,Stocks,2016,Head,2220.0
6544,Barbados,Cattle,Stocks,2016,Head,11034.0
6604,Barbados,Chickens,Stocks,2016,1000 Head,4500.0
6664,Barbados,Goats,Stocks,2016,Head,5412.0
6724,Barbados,Horses,Stocks,2016,Head,1242.0
6784,Barbados,Mules,Stocks,2016,Head,2000.0
6844,Barbados,Pigs,Stocks,2016,Head,22430.0
6904,Barbados,Sheep,Stocks,2016,Head,12920.0
6933,Belarus,Asses,Stocks,2016,Head,8957.0
6962,Belarus,Beehives,Stocks,2016,No,215.0
6991,Belarus,Cattle,Stocks,2016,Head,4298300.0
7020,Belarus,Chickens,Stocks,2016,1000 Head,46036.0
7049,Belarus,Ducks,Stocks,2016,1000 Head,1845.0
7078,Belarus,Goats,Stocks,2016,Head,68000.0
7107,Belarus,Horses,Stocks,2016,Head,55300.0
7136,Belarus,Pigs,Stocks,2016,Head,3145200.0
7165,Belarus,Rabbits and hares,Stocks,2016,1000 Head,328.0
7194,Belarus,Sheep,Stocks,2016,Head,89800.0
7215,Belgium,Asses,Stocks,2016,Head,2.0
7234,Belgium,Beehives,Stocks,2016,No,32877.0
7253,Belgium,Cattle,Stocks,2016,Head,2501349.0
7274,Belgium,Chickens,Stocks,2016,1000 Head,28306.0
7293,Belgium,Ducks,Stocks,2016,1000 Head,190.0
7311,Belgium,Geese and guinea fowls,Stocks,2016,1000 Head,2.0
7330,Belgium,Goats,Stocks,2016,Head,50801.0
7349,Belgium,Horses,Stocks,2016,Head,28060.0
7367,Belgium,Pigs,Stocks,2016,Head,6176576.0
7388,Belgium,Rabbits and hares,Stocks,2016,1000 Head,183.0
7407,Belgium,Sheep,Stocks,2016,Head,86229.0
7894,Belize,Beehives,Stocks,2016,No,2095.0
7954,Belize,Cattle,Stocks,2016,Head,97806.0
8014,Belize,Chickens,Stocks,2016,1000 Head,1628.0
8074,Belize,Ducks,Stocks,2016,1000 Head,12.0
8134,Belize,Goats,Stocks,2016,Head,186.0
8194,Belize,Horses,Stocks,2016,Head,5858.0
8254,Belize,Mules,Stocks,2016,Head,4583.0
8314,Belize,Pigs,Stocks,2016,Head,22005.0
8374,Belize,Sheep,Stocks,2016,Head,14567.0
8434,Benin,Asses,Stocks,2016,Head,622.0
8494,Benin,Cattle,Stocks,2016,Head,2339000.0
8554,Benin,Chickens,Stocks,2016,1000 Head,20002.0
8614,Benin,Goats,Stocks,2016,Head,1836000.0
8674,Benin,Horses,Stocks,2016,Head,1132.0
8734,Benin,Pigs,Stocks,2016,Head,466000.0
8794,Benin,Sheep,Stocks,2016,Head,915000.0
8854,Bhutan,Asses,Stocks,2016,Head,17967.0
8914,Bhutan,Buffaloes,Stocks,2016,Head,532.0
8974,Bhutan,Cattle,Stocks,2016,Head,303297.0
9034,Bhutan,Chickens,Stocks,2016,1000 Head,1038.0
9094,Bhutan,Goats,Stocks,2016,Head,39513.0
9154,Bhutan,Horses,Stocks,2016,Head,13914.0
9214,Bhutan,Mules,Stocks,2016,Head,4766.0
9274,Bhutan,Pigs,Stocks,2016,Head,15324.0
9334,Bhutan,Sheep,Stocks,2016,Head,11277.0
9394,Bolivia (Plurinational State of),Asses,Stocks,2016,Head,635049.0
9438,Bolivia (Plurinational State of),Beehives,Stocks,2016,No,
9498,Bolivia (Plurinational State of),Cattle,Stocks,2016,Head,9119000.0
9558,Bolivia (Plurinational State of),Chickens,Stocks,2016,1000 Head,201985.0
9618,Bolivia (Plurinational State of),Ducks,Stocks,2016,1000 Head,638.0
9678,Bolivia (Plurinational State of),Goats,Stocks,2016,Head,2209968.0
9738,Bolivia (Plurinational State of),Horses,Stocks,2016,Head,493625.0
9798,Bolivia (Plurinational State of),Mules,Stocks,2016,Head,82904.0
9858,Bolivia (Plurinational State of),Pigs,Stocks,2016,Head,2906696.0
9918,Bolivia (Plurinational State of),Rabbits and hares,Stocks,2016,1000 Head,275.0
9978,Bolivia (Plurinational State of),Sheep,Stocks,2016,Head,7426000.0
10007,Bosnia and Herzegovina,Beehives,Stocks,2016,No,409887.0
10036,Bosnia and Herzegovina,Cattle,Stocks,2016,Head,455191.0
10065,Bosnia and Herzegovina,Chickens,Stocks,2016,1000 Head,15066.0
10094,Bosnia and Herzegovina,Ducks,Stocks,2016,1000 Head,51.0
10123,Bosnia and Herzegovina,Geese and guinea fowls,Stocks,2016,1000 Head,27.0
10152,Bosnia and Herzegovina,Goats,Stocks,2016,Head,74712.0
10181,Bosnia and Herzegovina,Horses,Stocks,2016,Head,16288.0
10210,Bosnia and Herzegovina,Pigs,Stocks,2016,Head,544893.0
10239,Bosnia and Herzegovina,Rabbits and hares,Stocks,2016,1000 Head,8.0
10268,Bosnia and Herzegovina,Sheep,Stocks,2016,Head,1015576.0
10328,Botswana,Asses,Stocks,2016,Head,200000.0
10388,Botswana,Cattle,Stocks,2016,Head,1500000.0
10448,Botswana,Chickens,Stocks,2016,1000 Head,950.0
10508,Botswana,Goats,Stocks,2016,Head,1342319.0
10568,Botswana,Horses,Stocks,2016,Head,27471.0
10628,Botswana,Mules,Stocks,2016,Head,3239.0
10688,Botswana,Pigs,Stocks,2016,Head,3707.0
10748,Botswana,Rabbits and hares,Stocks,2016,1000 Head,122.0
10808,Botswana,Sheep,Stocks,2016,Head,239715.0
10868,Brazil,Asses,Stocks,2016,Head,874313.0
10928,Brazil,Beehives,Stocks,2016,No,1010216.0
10988,Brazil,Buffaloes,Stocks,2016,Head,1371089.0
11048,Brazil,Cattle,Stocks,2016,Head,218190768.0
11108,Brazil,Chickens,Stocks,2016,1000 Head,1347626.0
11168,Brazil,Ducks,Stocks,2016,1000 Head,3699.0
11228,Brazil,Goats,Stocks,2016,Head,9817007.0
11288,Brazil,Horses,Stocks,2016,Head,5576136.0
11348,Brazil,Mules,Stocks,2016,Head,1256877.0
11408,Brazil,Pigs,Stocks,2016,Head,40053184.0
11468,Brazil,Rabbits and hares,Stocks,2016,1000 Head,209.0
11528,Brazil,Sheep,Stocks,2016,Head,18403947.0
11588,Brunei Darussalam,Buffaloes,Stocks,2016,Head,2756.0
11648,Brunei Darussalam,Cattle,Stocks,2016,Head,795.0
11708,Brunei Darussalam,Chickens,Stocks,2016,1000 Head,17499.0
11768,Brunei Darussalam,Ducks,Stocks,2016,1000 Head,229.0
11828,Brunei Darussalam,Goats,Stocks,2016,Head,8770.0
11888,Brunei Darussalam,Pigs,Stocks,2016,Head,1300.0
11948,Brunei Darussalam,Sheep,Stocks,2016,Head,4080.0
12008,Bulgaria,Asses,Stocks,2016,Head,18500.0
12066,Bulgaria,Beehives,Stocks,2016,No,747434.0
12125,Bulgaria,Buffaloes,Stocks,2016,Head,10843.0
12185,Bulgaria,Cattle,Stocks,2016,Head,550201.0
12245,Bulgaria,Chickens,Stocks,2016,1000 Head,14258.0
12304,Bulgaria,Ducks,Stocks,2016,1000 Head,1229.0
12363,Bulgaria,Geese and guinea fowls,Stocks,2016,1000 Head,16.0
12421,Bulgaria,Goats,Stocks,2016,Head,276919.0
12481,Bulgaria,Horses,Stocks,2016,Head,42000.0
12538,Bulgaria,Mules,Stocks,2016,Head,1200.0
12596,Bulgaria,Pigs,Stocks,2016,Head,600068.0
12656,Bulgaria,Rabbits and hares,Stocks,2016,1000 Head,150.0
12713,Bulgaria,Sheep,Stocks,2016,Head,1331894.0
12773,Burkina Faso,Asses,Stocks,2016,Head,1182742.0
12833,Burkina Faso,Camels,Stocks,2016,Head,19097.0
12893,Burkina Faso,Cattle,Stocks,2016,Head,9457934.0
12953,Burkina Faso,Chickens,Stocks,2016,1000 Head,35808.0
13013,Burkina Faso,Goats,Stocks,2016,Head,14737393.0
13073,Burkina Faso,Horses,Stocks,2016,Head,40777.0
13133,Burkina Faso,Pigs,Stocks,2016,Head,2440528.0
13193,Burkina Faso,Sheep,Stocks,2016,Head,9842712.0
13253,Burundi,Beehives,Stocks,2016,No,194413.0
13313,Burundi,Cattle,Stocks,2016,Head,769991.0
13373,Burundi,Chickens,Stocks,2016,1000 Head,2841.0
13433,Burundi,Goats,Stocks,2016,Head,3000000.0
13493,Burundi,Pigs,Stocks,2016,Head,561184.0
13525,Burundi,Rabbits and hares,Stocks,2016,1000 Head,463.0
13585,Burundi,Sheep,Stocks,2016,Head,602110.0
13645,Cabo Verde,Asses,Stocks,2016,Head,15726.0
13705,Cabo Verde,Cattle,Stocks,2016,Head,22902.0
13765,Cabo Verde,Chickens,Stocks,2016,1000 Head,1000.0
13825,Cabo Verde,Goats,Stocks,2016,Head,206279.0
13885,Cabo Verde,Horses,Stocks,2016,Head,556.0
13945,Cabo Verde,Mules,Stocks,2016,Head,1892.0
14005,Cabo Verde,Pigs,Stocks,2016,Head,87121.0
14065,Cabo Verde,Sheep,Stocks,2016,Head,12029.0
14125,Cambodia,Buffaloes,Stocks,2016,Head,680574.0
14185,Cambodia,Cattle,Stocks,2016,Head,2881394.0
14245,Cambodia,Chickens,Stocks,2016,1000 Head,13124.0
14305,Cambodia,Ducks,Stocks,2016,1000 Head,8356.0
14365,Cambodia,Horses,Stocks,2016,Head,30023.0
14425,Cambodia,Pigs,Stocks,2016,Head,2171339.0
14485,Cameroon,Asses,Stocks,2016,Head,40108.0
14545,Cameroon,Beehives,Stocks,2016,No,312474.0
14605,Cameroon,Cattle,Stocks,2016,Head,6156047.0
14665,Cameroon,Chickens,Stocks,2016,1000 Head,50800.0
14725,Cameroon,Goats,Stocks,2016,Head,5257117.0
14785,Cameroon,Horses,Stocks,2016,Head,17960.0
14845,Cameroon,Pigs,Stocks,2016,Head,1797482.0
14888,Cameroon,Rabbits and hares,Stocks,2016,1000 Head,48.0
14948,Cameroon,Sheep,Stocks,2016,Head,3584104.0
15008,Canada,Beehives,Stocks,2016,No,704495.0
15068,Canada,Cattle,Stocks,2016,Head,11610000.0
15128,Canada,Chickens,Stocks,2016,1000 Head,168095.0
15188,Canada,Ducks,Stocks,2016,1000 Head,1456.0
15248,Canada,Geese and guinea fowls,Stocks,2016,1000 Head,335.0
15308,Canada,Goats,Stocks,2016,Head,30017.0
15368,Canada,Horses,Stocks,2016,Head,398716.0
15428,Canada,Mules,Stocks,2016,Head,4000.0
15488,Canada,Pigs,Stocks,2016,Head,13630000.0
15548,Canada,Sheep,Stocks,2016,Head,815100.0
15592,Central African Republic,Asses,Stocks,2016,Head,
15652,Central African Republic,Beehives,Stocks,2016,No,1597082.0
15712,Central African Republic,Cattle,Stocks,2016,Head,4531428.0
15772,Central African Republic,Chickens,Stocks,2016,1000 Head,6754.0
15832,Central African Republic,Ducks,Stocks,2016,1000 Head,12.0
15892,Central African Republic,Goats,Stocks,2016,Head,6065353.0
15952,Central African Republic,Pigs,Stocks,2016,Head,1036473.0
16012,Central African Republic,Sheep,Stocks,2016,Head,411625.0
16072,Chad,Asses,Stocks,2016,Head,2989288.0
16132,Chad,Beehives,Stocks,2016,No,123597.0
16192,Chad,Camels,Stocks,2016,Head,6835531.0
16252,Chad,Cattle,Stocks,2016,Head,26211379.0
16312,Chad,Chickens,Stocks,2016,1000 Head,5862.0
16372,Chad,Goats,Stocks,2016,Head,32405445.0
16432,Chad,Horses,Stocks,2016,Head,1119229.0
16492,Chad,Pigs,Stocks,2016,Head,120000.0
16552,Chad,Sheep,Stocks,2016,Head,28529915.0
16612,Chile,Asses,Stocks,2016,Head,15700.0
16672,Chile,Beehives,Stocks,2016,No,403351.0
16732,Chile,Cattle,Stocks,2016,Head,2820774.0
16792,Chile,Chickens,Stocks,2016,1000 Head,103044.0
16852,Chile,Goats,Stocks,2016,Head,424347.0
16912,Chile,Horses,Stocks,2016,Head,310000.0
16972,Chile,Mules,Stocks,2016,Head,6950.0
17032,Chile,Pigs,Stocks,2016,Head,2614670.0
17092,Chile,Sheep,Stocks,2016,Head,2204992.0
17152,China,Asses,Stocks,2016,Head,3423700.0
17212,China,Beehives,Stocks,2016,No,9184254.0
17272,China,Buffaloes,Stocks,2016,Head,27169986.0
17332,China,Camels,Stocks,2016,Head,300500.0
17392,China,Cattle,Stocks,2016,Head,63539177.0
17452,China,Chickens,Stocks,2016,1000 Head,4971100.0
17512,China,Ducks,Stocks,2016,1000 Head,708564.0
17572,China,Geese and guinea fowls,Stocks,2016,1000 Head,301201.0
17632,China,Goats,Stocks,2016,Head,145231826.0
17692,China,Horses,Stocks,2016,Head,3977398.0
17752,China,Mules,Stocks,2016,Head,1040900.0
17812,China,Pigs,Stocks,2016,Head,463691471.0
17872,China,Rabbits and hares,Stocks,2016,1000 Head,168243.0
17932,China,Sheep,Stocks,2016,Head,166668037.0
17992,"China, Hong Kong SAR",Buffaloes,Stocks,2016,Head,305.0
18052,"China, Hong Kong SAR",Cattle,Stocks,2016,Head,1579.0
18112,"China, Hong Kong SAR",Chickens,Stocks,2016,1000 Head,1300.0
18172,"China, Hong Kong SAR",Ducks,Stocks,2016,1000 Head,243.0
18232,"China, Hong Kong SAR",Geese and guinea fowls,Stocks,2016,1000 Head,
18292,"China, Hong Kong SAR",Goats,Stocks,2016,Head,681.0
18352,"China, Hong Kong SAR",Horses,Stocks,2016,Head,1542.0
18412,"China, Hong Kong SAR",Pigs,Stocks,2016,Head,166355.0
18461,"China, Hong Kong SAR",Sheep,Stocks,2016,Head,21.0
18521,"China, Macao SAR",Chickens,Stocks,2016,1000 Head,754.0
18581,"China, mainland",Asses,Stocks,2016,Head,3423700.0
18641,"China, mainland",Beehives,Stocks,2016,No,9047848.0
18701,"China, mainland",Buffaloes,Stocks,2016,Head,27167370.0
18761,"China, mainland",Camels,Stocks,2016,Head,300500.0
18821,"China, mainland",Cattle,Stocks,2016,Head,63390530.0
18881,"China, mainland",Chickens,Stocks,2016,1000 Head,4878071.0
18941,"China, mainland",Ducks,Stocks,2016,1000 Head,700201.0
19001,"China, mainland",Geese and guinea fowls,Stocks,2016,1000 Head,300764.0
19061,"China, mainland",Goats,Stocks,2016,Head,145075100.0
19121,"China, mainland",Horses,Stocks,2016,Head,3975000.0
19181,"China, mainland",Mules,Stocks,2016,Head,1040900.0
19241,"China, mainland",Pigs,Stocks,2016,Head,458028900.0
19301,"China, mainland",Rabbits and hares,Stocks,2016,1000 Head,168180.0
19361,"China, mainland",Sheep,Stocks,2016,Head,166667800.0
19421,"China, Taiwan Province of",Beehives,Stocks,2016,No,136406.0
19481,"China, Taiwan Province of",Buffaloes,Stocks,2016,Head,2311.0
19541,"China, Taiwan Province of",Cattle,Stocks,2016,Head,147068.0
19601,"China, Taiwan Province of",Chickens,Stocks,2016,1000 Head,90975.0
19661,"China, Taiwan Province of",Ducks,Stocks,2016,1000 Head,8120.0
19721,"China, Taiwan Province of",Geese and guinea fowls,Stocks,2016,1000 Head,437.0
19781,"China, Taiwan Province of",Goats,Stocks,2016,Head,156045.0
19841,"China, Taiwan Province of",Horses,Stocks,2016,Head,856.0
19901,"China, Taiwan Province of",Pigs,Stocks,2016,Head,5496216.0
19961,"China, Taiwan Province of",Rabbits and hares,Stocks,2016,1000 Head,63.0
20003,"China, Taiwan Province of",Sheep,Stocks,2016,Head,216.0
20063,Colombia,Asses,Stocks,2016,Head,124721.0
20123,Colombia,Beehives,Stocks,2016,No,113314.0
20130,Colombia,Buffaloes,Stocks,2016,Head,248951.0
20190,Colombia,Cattle,Stocks,2016,Head,22555549.0
20250,Colombia,Chickens,Stocks,2016,1000 Head,157135.0
20310,Colombia,Goats,Stocks,2016,Head,834708.0
20370,Colombia,Horses,Stocks,2016,Head,1071934.0
20430,Colombia,Mules,Stocks,2016,Head,228765.0
20490,Colombia,Pigs,Stocks,2016,Head,5094664.0
20550,Colombia,Rabbits and hares,Stocks,2016,1000 Head,542.0
20610,Colombia,Sheep,Stocks,2016,Head,995790.0
20670,Comoros,Asses,Stocks,2016,Head,5415.0
20730,Comoros,Cattle,Stocks,2016,Head,50681.0
20790,Comoros,Chickens,Stocks,2016,1000 Head,531.0
20850,Comoros,Goats,Stocks,2016,Head,121064.0
20910,Comoros,Sheep,Stocks,2016,Head,24531.0
20970,Congo,Cattle,Stocks,2016,Head,339720.0
21030,Congo,Chickens,Stocks,2016,1000 Head,2866.0
21090,Congo,Goats,Stocks,2016,Head,324384.0
21131,Congo,Horses,Stocks,2016,Head,75.0
21191,Congo,Pigs,Stocks,2016,Head,97238.0
21251,Congo,Sheep,Stocks,2016,Head,123887.0
21311,Cook Islands,Beehives,Stocks,2016,No,41.0
21371,Cook Islands,Cattle,Stocks,2016,Head,125.0
21431,Cook Islands,Chickens,Stocks,2016,1000 Head,19.0
21484,Cook Islands,Ducks,Stocks,2016,1000 Head,
21544,Cook Islands,Goats,Stocks,2016,Head,954.0
21604,Cook Islands,Horses,Stocks,2016,Head,302.0
21664,Cook Islands,Pigs,Stocks,2016,Head,30975.0
21724,Costa Rica,Asses,Stocks,2016,Head,8141.0
21784,Costa Rica,Beehives,Stocks,2016,No,37910.0
21844,Costa Rica,Cattle,Stocks,2016,Head,1390917.0
21904,Costa Rica,Chickens,Stocks,2016,1000 Head,24450.0
21964,Costa Rica,Goats,Stocks,2016,Head,5262.0
22024,Costa Rica,Horses,Stocks,2016,Head,126030.0
22084,Costa Rica,Mules,Stocks,2016,Head,5278.0
22144,Costa Rica,Pigs,Stocks,2016,Head,440062.0
22204,Costa Rica,Sheep,Stocks,2016,Head,2815.0
22264,Côte d'Ivoire,Cattle,Stocks,2016,Head,1628061.0
22324,Côte d'Ivoire,Chickens,Stocks,2016,1000 Head,68753.0
22354,Côte d'Ivoire,Ducks,Stocks,2016,1000 Head,
22414,Côte d'Ivoire,Goats,Stocks,2016,Head,1975338.0
22474,Côte d'Ivoire,Pigs,Stocks,2016,Head,385401.0
22534,Côte d'Ivoire,Sheep,Stocks,2016,Head,1880780.0
22563,Croatia,Asses,Stocks,2016,Head,2862.0
22590,Croatia,Beehives,Stocks,2016,No,495800.0
22618,Croatia,Cattle,Stocks,2016,Head,444613.0
22647,Croatia,Chickens,Stocks,2016,1000 Head,9220.0
22676,Croatia,Ducks,Stocks,2016,1000 Head,91.0
22705,Croatia,Geese and guinea fowls,Stocks,2016,1000 Head,21.0
22734,Croatia,Goats,Stocks,2016,Head,75530.0
22763,Croatia,Horses,Stocks,2016,Head,22775.0
22790,Croatia,Pigs,Stocks,2016,Head,1163027.0
22819,Croatia,Sheep,Stocks,2016,Head,618896.0
22879,Cuba,Asses,Stocks,2016,Head,16400.0
22939,Cuba,Beehives,Stocks,2016,No,184000.0
22999,Cuba,Cattle,Stocks,2016,Head,4013900.0
23059,Cuba,Chickens,Stocks,2016,1000 Head,31336.0
23119,Cuba,Goats,Stocks,2016,Head,1185400.0
23179,Cuba,Horses,Stocks,2016,Head,860800.0
23239,Cuba,Mules,Stocks,2016,Head,21400.0
23299,Cuba,Pigs,Stocks,2016,Head,1929900.0
23359,Cuba,Sheep,Stocks,2016,Head,1652900.0
23419,Cyprus,Asses,Stocks,2016,Head,5200.0
23477,Cyprus,Beehives,Stocks,2016,No,43143.0
23539,Cyprus,Cattle,Stocks,2016,Head,63147.0
23599,Cyprus,Chickens,Stocks,2016,1000 Head,2614.0
23658,Cyprus,Ducks,Stocks,2016,1000 Head,5.0
23703,Cyprus,Geese and guinea fowls,Stocks,2016,1000 Head,0.0
23760,Cyprus,Goats,Stocks,2016,Head,246624.0
23819,Cyprus,Horses,Stocks,2016,Head,660.0
23876,Cyprus,Mules,Stocks,2016,Head,1500.0
23934,Cyprus,Pigs,Stocks,2016,Head,352769.0
23994,Cyprus,Rabbits and hares,Stocks,2016,1000 Head,88.0
24051,Cyprus,Sheep,Stocks,2016,Head,304187.0
24078,Czechia,Beehives,Stocks,2016,No,662253.0
24109,Czechia,Cattle,Stocks,2016,Head,1415658.0
24137,Czechia,Chickens,Stocks,2016,1000 Head,20422.0
24164,Czechia,Ducks,Stocks,2016,1000 Head,498.0
24191,Czechia,Geese and guinea fowls,Stocks,2016,1000 Head,20.0
24218,Czechia,Goats,Stocks,2016,Head,26548.0
24246,Czechia,Horses,Stocks,2016,Head,32133.0
24273,Czechia,Pigs,Stocks,2016,Head,1609945.0
24301,Czechia,Rabbits and hares,Stocks,2016,1000 Head,6080.0
24326,Czechia,Sheep,Stocks,2016,Head,218493.0
24706,Democratic People's Republic of Korea,Cattle,Stocks,2016,Head,576000.0
24766,Democratic People's Republic of Korea,Chickens,Stocks,2016,1000 Head,15322.0
24826,Democratic People's Republic of Korea,Ducks,Stocks,2016,1000 Head,6825.0
24886,Democratic People's Republic of Korea,Goats,Stocks,2016,Head,3682000.0
24946,Democratic People's Republic of Korea,Horses,Stocks,2016,Head,48028.0
